"","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","startMonth","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA","priop","UDD_KODE","kvotient","kvote","land","Campus"
"1553",2545,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Død",2015-09-01,2015-10-05,"bachelor",9,2015,1,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25317,5.3,2,"Danmark","Aalborg"
"1554",2546,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse (BA) Oplevelsesteknologi","Art and Technology","HUM","4.Frafald, nyt FAK","Norm Afb (nyt FAK)","Norm+ Afb (nyt FAK)","afbrudt","Afbrudt af den studerende",2015-09-01,2016-01-11,"bachelor",9,2015,1,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25317,8.1,1,"Danmark","Aalborg"
"1555",2643,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,5,20,5,0,0,30,0,25,15,25,5,0,0,45,15,25,0,25,0,0,0,60,15,25,0,25,0,0,0,60,0,25,0,25,0,0,0,60,0,25,0,25,0,0,0,60,0,25,0,25,0,0,0,60,0,25,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,2,0,NA,6,6,2.2,NA,5.33333333333333,6,1.33333333333333,NA,4.5,5.33333333333333,2,NA,4.5,5.75,2,NA,4.5,5.75,2,NA,4.5,5.75,2,NA,4.5,5.75,2,NA,4.5,5.75,2,NA,4.5,5.75,2,"1.prio",25317,7.9,1,"Danmark","Aalborg"
"1556",2644,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,0,5,0,0,15,15,15,10,15,15,0,0,30,15,20,5,20,5,0,0,30,0,30,10,25,5,0,0,45,15,30,0,25,0,0,0,60,15,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,4,12,NA,3.66666666666667,5.5,9.33333333333333,NA,4.5,5.5,8.75,NA,5,7,8.66666666666667,NA,5,7,8.66666666666667,NA,5,7,8.66666666666667,NA,5,7,8.66666666666667,NA,5,7,8.66666666666667,NA,5,7,8.66666666666667,NA,5,7,8.66666666666667,"1.prio",25317,6.7,1,"Danmark","Aalborg"
"1557",2540,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2016-03-01,"bachelor",9,2015,2,"BSc2014",0,5,10,10,0,0,15,15,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,NA,10,12,0,"1.prio",25315,9,1,"Danmark","Kbh."
"1558",2645,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,20,5,20,5,0,0,30,0,30,10,25,5,0,0,45,15,30,0,25,0,0,0,60,15,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,7,12,NA,8,9.5,11.3333333333333,NA,7.66666666666667,9.5,9,NA,8.25,8.66666666666667,8.33333333333333,NA,8.25,9,8.33333333333333,NA,8.25,9,8.33333333333333,NA,8.25,9,8.33333333333333,NA,8.25,9,8.33333333333333,NA,8.25,9,8.33333333333333,NA,8.25,9,8.33333333333333,"1.prio",25317,10.7,1,"Bulgarien","Aalborg"
"1559",2646,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,5,10,0,0,15,15,15,10,15,10,0,0,30,15,20,5,20,5,0,0,30,0,30,10,25,5,0,0,45,15,30,0,25,0,0,0,60,15,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,4,4,12,NA,3,7,11.3333333333333,NA,4.33333333333333,7,11,NA,5.75,8,10.1666666666667,NA,5.75,7.75,10.1666666666667,NA,5.75,7.75,10.1666666666667,NA,5.75,7.75,10.1666666666667,NA,5.75,7.75,10.1666666666667,NA,5.75,7.75,10.1666666666667,NA,5.75,7.75,10.1666666666667,"1.prio",25315,9.3,1,"Rum<be>nien","Kbh."
"1560",2594,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","orlov","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,15,0,15,0,0,0,30,0,15,5,15,0,0,0,30,0,15,0,15,5,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,10,7,2,NA,8.5,7,2,NA,8.5,7,2,NA,8.5,7,0.5,NA,4,7,0.5,NA,4,7,0.5,NA,4,7,0.5,NA,4,7,0.5,NA,4,7,0.5,NA,4,7,0.5,"1.prio",25315,5.4,1,"Bulgarien","Kbh."
"1561",2647,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,20,5,20,5,0,0,30,0,30,10,25,5,0,0,45,15,30,0,25,0,0,0,60,15,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,10,7,7,NA,10,9.5,6,NA,10,9.5,7,NA,10,8.66666666666667,6,NA,10,9,6,NA,10,9,6,NA,10,9,6,NA,10,9,6,NA,10,9,6,NA,10,9,6,"1.prio",25315,8.3,1,"Danmark","Kbh."
"1562",2542,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2016-04-11,"bachelor",9,2015,2,"BSc2014",5,5,5,5,0,0,15,15,5,0,10,5,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,NA,10,10,4,"1.prio",25317,9.9,1,"Danmark","Aalborg"
"1563",2548,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2016-05-02,"bachelor",9,2015,2,"BSc2014",0,5,10,10,0,0,15,15,0,5,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,NA,4,4,-5,"1.prio",25315,6.8,1,"Danmark","Kbh."
"1564",2555,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2016-06-16,"bachelor",9,2015,2,"BSc2014",5,5,0,0,0,0,15,15,5,0,10,10,0,0,15,15,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,0,7,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,NA,10,1,10,"1.prio",25317,9.6,1,"Italien","Aalborg"
"1565",2586,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2015-09-01,2017-01-04,"bachelor",9,2015,3,"BSc2014",0,5,10,10,0,0,15,15,0,15,10,5,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,7,-5,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,NA,-1,7,-4.6,"1.prio",25315,6.7,1,"Danmark","Kbh."
"1566",2576,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2017-03-14,"bachelor",9,2015,4,"BSc2014",5,5,5,10,0,0,5,5,10,5,15,10,0,0,30,25,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,10,NA,7,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,NA,7,11,4.5,"1.prio",25315,8.6,1,"Litauen","Kbh."
"1567",2648,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,10,10,0,0,15,15,10,10,10,0,0,0,30,15,15,5,20,10,0,0,30,0,15,10,25,5,0,0,30,0,15,0,25,0,0,0,45,15,15,0,25,0,0,0,45,0,15,0,25,0,0,0,45,0,15,0,25,0,0,0,45,0,15,0,25,0,0,0,45,0,15,0,25,0,0,0,45,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,12,10,4,NA,12,10,0.75,NA,6.66666666666667,10,1.4,NA,8,10,0,NA,8,9,0,NA,8,9,0,NA,8,9,0,NA,8,9,0,NA,8,9,0,NA,8,9,0,"1.prio",25315,8.4,1,"Danmark","Kbh."
"1568",2547,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2016-04-27,"bachelor",9,2015,2,"BSc2014",0,5,0,5,0,0,5,15,0,5,0,10,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,"1.prio",25317,9.7,1,"Danmark","Aalborg"
"1569",2649,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,20,5,20,5,0,0,30,0,30,10,25,5,0,0,45,15,30,0,25,0,0,0,60,15,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,12,10,4,NA,11,10,6,NA,10.6666666666667,10,7,NA,11,10,7.5,NA,11,9.25,7.5,NA,11,9.25,7.5,NA,11,9.25,7.5,NA,11,9.25,7.5,NA,11,9.25,7.5,NA,11,9.25,7.5,"1.prio",25315,8.1,1,"Danmark","Kbh."
"1570",2650,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,20,5,20,5,0,0,30,0,20,5,20,0,0,0,30,0,20,0,20,0,0,0,45,15,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,10,10,4,NA,8.5,11,4,NA,8,11,3.6,NA,8,11,3,NA,8,10.6666666666667,3,NA,8,10.6666666666667,3,NA,8,10.6666666666667,3,NA,8,10.6666666666667,3,NA,8,10.6666666666667,3,NA,8,10.6666666666667,3,"1.prio",25315,4.6,2,"Danmark","Kbh."
"1571",2528,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2015-11-05,"bachelor",9,2015,1,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25315,7.1,1,"Danmark","Kbh."
"1572",2651,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,20,5,20,5,0,0,45,15,30,10,25,5,0,0,60,15,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,30,0,25,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,12,7,NA,11,12,6,NA,9.66666666666667,9.33333333333333,5,NA,8.25,9.5,5.28571428571429,NA,8.25,9.5,5.28571428571429,NA,8.25,9.5,5.28571428571429,NA,8.25,9.5,5.28571428571429,NA,8.25,9.5,5.28571428571429,NA,8.25,9.5,5.28571428571429,NA,8.25,9.5,5.28571428571429,"1.prio",25317,8.2,1,"Ungarn","Aalborg"
"1573",2652,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",0,5,5,10,0,0,15,15,5,15,5,10,0,0,30,15,10,5,10,10,0,0,30,0,20,20,15,10,0,0,45,15,20,0,15,0,0,0,60,15,20,0,15,0,0,0,60,0,20,0,15,0,0,0,60,0,20,0,15,0,0,0,60,0,20,0,15,0,0,0,60,0,20,0,15,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,-5,7,0,NA,-4.66666666666667,9.5,-1.8,NA,-2,9.5,-1.16666666666667,NA,-0.857142857142857,9.66666666666667,0.272727272727273,NA,-0.857142857142857,9.75,0.272727272727273,NA,-0.857142857142857,9.75,0.272727272727273,NA,-0.857142857142857,9.75,0.272727272727273,NA,-0.857142857142857,9.75,0.272727272727273,NA,-0.857142857142857,9.75,0.272727272727273,NA,-0.857142857142857,9.75,0.272727272727273,"1.prio",25315,6.4,2,"Danmark","Kbh."
"1574",2551,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2015-09-01,2016-05-18,"bachelor",9,2015,2,"BSc2014",0,5,0,5,0,0,15,15,0,5,0,10,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,4,0,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,NA,-5,4,-2.5,"1.prio",25317,6.9,1,"Danmark","Aalborg"
"1575",2653,2015,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2015-09-01,NA,"bachelor",9,2015,NA,"BSc2014",0,5,10,10,0,0,15,15,10,15,15,5,0,0,30,15,15,5,15,5,0,0,30,0,20,10,20,10,0,0,45,15,20,0,20,0,0,0,60,15,20,0,20,0,0,0,60,0,20,0,20,0,0,0,60,0,20,0,20,0,0,0,60,0,20,0,20,0,0,0,60,0,20,0,20,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,12,10,0,NA,11,10,2.25,NA,7.33333333333333,10,2.6,NA,6.4,10,1.57142857142857,NA,6.4,9.25,1.57142857142857,NA,6.4,9.25,1.57142857142857,NA,6.4,9.25,1.57142857142857,NA,6.4,9.25,1.57142857142857,NA,6.4,9.25,1.57142857142857,NA,6.4,9.25,1.57142857142857,"1.prio",25315,3.9,2,"Danmark","Kbh."
